,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
63,37510,37787,38772,38913,39777,42051,41719,45281,45275,46625,48843,49204,49898,50443,51663,53851,55459,55898,57336,58234,58737,59702,60906,61559,60691,59838,63507,63999,64604,61165,62310,61845,60143,61439,72945,71752,70862,72797,71345,69861,69459,68623,70726,70051,72317,70685,71616,69208,70095,69965,70830,71050,74708,76135,78417,75632,78884,85010,89507,85221,117723,114333,107681,104314,102717,101625,105110,104556,105740,107723,109449,111432,113397,116395,117291,120535,121545,123272,125193,122817,121559,120900,122612,127751,125557,120675,116227,107681,104137,100054,99051,98773,100070,100058,103061,102217,99696,99557,101777,103647,106329,106300,106592,107970,110998,111202,110000,109672,110053,107957
64,35647,36949,37230,38196,38326,39223,41516,41158,44698,44818,46013,48080,48599,49274,49782,51038,53204,54814,55244,56698,57543,58063,59050,60228,60952,60134,59255,62874,63358,63938,60564,61701,61264,59546,60886,72270,71125,70248,72150,70713,69217,68834,68026,70146,69451,71658,70049,70998,68612,69485,69388,70231,70498,74032,75514,77723,75001,78260,84362,88811,84636,116916,113496,106882,103575,102012,100869,104403,103814,105029,107009,108745,110743,112710,115705,116596,119839,120844,122570,124480,122128,120888,120242,121944,127063,124880,120026,115603,107103,103576,99519,98530,98256,99552,99547,102542,101708,99200,99063,101281,103151,105832,105810,106104,107484,110510,110720,109526,109205,109589
65,34125,35001,36346,36593,37513,37709,38675,40847,40557,44115,44178,45513,47440,47953,48573,49146,50329,52494,54099,54552,55985,56781,57358,58346,59491,60322,59293,58563,62150,62709,63245,59992,61039,60604,58943,60252,71589,70458,69569,71426,70003,68614,68242,67365,69486,68762,70921,69387,70268,68010,68791,68770,69623,69829,73367,74829,76961,74335,77569,83516,87996,83894,115931,112434,105960,102677,101127,99999,103650,103000,104257,106248,107996,110003,111976,114962,115847,119089,120092,121817,123717,121394,120171,119540,121234,126334,124164,119340,114942,106490,102982,98953,97979,97708,99004,99008,101992,101171,98675,98542,100757,102628,105306,105293,105589,106971,109997,110214,109029,108714
66,31963,33446,34352,35664,35871,36820,37068,38021,40180,39967,43426,43679,44744,46697,47148,47900,48391,49589,51770,53287,53733,55209,55996,56601,57560,58685,59808,58544,57819,61441,61954,62562,59293,60324,59894,58203,59525,70771,69718,68810,70634,69298,67861,67498,66659,68729,67972,70143,68665,69514,67319,68074,68114,68925,69031,72640,74110,76211,73611,76829,82768,87232,83094,114873,111406,104991,101724,100218,99064,102706,102189,103461,105465,107223,109241,111214,114192,115072,118316,119318,121044,122939,120644,119442,118827,120515,125598,123443,118649,114281,105878,102391,98389,97431,97165,98465,98475,101453,100644,98163,98033,100244,102117,104793,104790,105088,106474,109501,109725,108551
67,31416,31298,32734,33629,34919,35140,36125,36301,37337,39472,39260,42651,42889,43941,45810,46340,47073,47564,48778,50928,52397,52880,54338,55165,55757,56705,57907,58944,57776,57086,60607,61127,61728,58547,59593,59152,57498,58769,69952,68927,68008,69740,68515,67106,66678,65867,67882,67109,69344,67927,68746,66579,67309,67341,68204,68301,71888,73331,75479,72907,76106,81927,86340,82281,113842,110358,103973,100762,99286,98136,101828,101350,102640,104652,106419,108443,110416,113384,114261,117508,118511,120240,122129,119865,118685,118088,119770,124836,122697,117937,113600,105246,101781,97811,96868,96609,97911,97930,100901,100106,97639,97514,99721,101595,104274,104281,104582,105973,109002,109234
68,29403,30640,30575,32001,32834,34071,34390,35291,35527,36622,38679,38360,41873,42056,43025,44969,45475,46192,46755,47887,49995,51445,51987,53380,54241,54767,55919,57003,58048,56893,56301,59760,60206,60850,57754,58752,58338,56758,58018,69043,68024,67179,68884,67610,66230,65820,64920,66921,66230,68395,67048,67925,65800,66456,66497,67448,67514,71084,72508,74642,72202,75400,81114,85427,81419,112692,109194,102900,99839,98375,97236,100920,100482,101787,103809,105581,107608,109579,112541,113417,116668,117674,119409,121294,119061,117904,117328,119004,124054,121931,117208,112904,104599,101159,97222,96297,96045,97352,97380,100345,99564,97113,96994,99198,101074,103757,103774,104079,105475,108507
69,28221,28547,29779,29756,31162,31980,33227,33599,34415,34759,35837,37798,37528,40963,41054,42129,43979,44550,45232,45799,46870,48985,50418,50929,52439,53271,53853,54915,56033,57065,55996,55426,58828,59246,59926,56917,57898,57586,55898,57186,68051,67033,66204,67957,66637,65302,64823,63946,66010,65318,67422,66108,66974,64919,65578,65627,66628,66679,70217,71695,73825,71382,74588,80208,84445,80505,111458,108006,101823,98851,97387,96298,99976,99572,100889,102914,104689,106721,108694,111650,112527,115783,116794,118536,120421,118221,117088,116535,118206,123241,121139,116453,112184,103934,100519,96619,95713,95469,96779,96818,99780,99012,96578,96468,98668,100548,103233,103261,103572,104976
70,27206,27375,27627,28909,28848,30275,31015,32317,32725,33582,33830,35067,36813,36576,39863,40089,41143,42851,43540,44245,44697,45788,47855,49383,49830,51392,52337,52796,53856,54986,56049,55015,54476,57801,58275,58949,55954,56963,56656,54994,56291,67023,66002,65189,66886,65618,64235,63773,62900,65016,64291,66400,65113,65936,63984,64646,64760,65815,65802,69357,70843,72944,70490,73701,79239,83422,79524,110159,106775,100645,97775,96355,95320,98985,98614,99938,101965,103744,105785,107760,110711,111591,114852,115868,117617,119504,117338,116231,115703,117370,122389,120309,115666,111433,103244,99857,95992,95109,94873,96189,96240,99196,98443,96028,95927,98124,100008,102696,102735,103053
71,24948,26229,26448,26727,27892,27920,29332,30005,31363,31785,32678,32900,34121,35794,35492,38785,38956,39999,41718,42419,43105,43503,44677,46676,48227,48704,50246,51152,51674,52723,53790,54974,53962,53367,56743,57154,57817,55025,55949,55623,53983,55337,65789,64826,64008,65695,64522,63066,62664,61833,63876,63236,65315,64010,64788,62938,63652,63791,64934,64890,68429,69970,71987,69534,72759,78212,82268,78476,108801,105427,99424,96618,95243,94256,97906,97566,98898,100927,102712,104761,106738,109686,110569,113834,114856,116611,118500,116371,115293,114792,116455,121457,119400,114803,110611,102487,99129,95305,94444,94218,95539,95602,98553,97817,95422,95329,97526,99414,102104,102154
72,23771,23969,25215,25485,25690,26887,26940,28288,28956,30293,30715,31749,31859,33050,34647,34369,37595,37768,38770,40470,41118,41785,42175,43490,45472,47003,47583,48931,49973,50443,51546,52587,53791,52837,52309,55551,55961,56605,53936,54832,54524,52922,54311,64529,63579,62758,64395,63260,61829,61473,60603,62645,62040,64121,62879,63638,61845,62625,62781,63898,63971,67469,68972,70892,68587,71677,77081,81078,77396,107292,104024,98127,95391,94059,93125,96753,96448,97787,99822,101613,103669,105653,108596,109484,112751,113781,115546,117436,115347,114298,113826,115485,120468,118440,113893,109746,101689,98366,94586,93747,93533,94857,94934,97879,97160,94788,94704,96899,98791,101484
73,22269,22749,23006,24124,24419,24570,25824,25796,27175,27898,29161,29385,30685,30673,31851,33464,33224,36297,36584,37498,39141,39808,40452,40810,42175,44135,45741,46231,47605,48633,49162,50213,51290,52439,51570,51097,54194,54683,55409,52744,53671,53343,51749,53184,63044,62225,61450,63007,61959,60484,60172,59303,61292,60685,62790,61644,62458,60736,61480,61709,62849,62930,66417,67943,69807,67539,70605,75897,79856,76153,105703,102512,96730,94063,92776,91894,95498,95227,96578,98616,100414,102476,104464,107402,108300,111568,112608,114381,116274,114228,113213,112769,114427,119389,117392,112901,108801,100822,97535,93801,92985,92784,94113,94204,97143,96443,94095,94022,96215,98111
74,19980,21170,21679,21814,22956,23301,23404,24595,24624,26049,26788,27812,28210,29438,29399,30638,32176,31899,34985,35228,36077,37642,38308,38977,39426,40779,42999,44249,44891,46131,47225,47789,48814,49921,51098,50248,49802,52812,53299,53985,51467,52377,52032,50514,51877,61440,60769,59930,61529,60496,59043,58796,57929,59817,59284,61431,60311,61166,59521,60340,60592,61663,61772,65303,66731,68618,66388,69384,74611,78451,74891,103983,100874,95211,92619,91375,90543,94120,93887,95247,97288,99093,101163,103155,106088,106995,110264,111315,113096,114991,112994,112015,111602,113259,118199,116237,111806,107758,99862,96616,92932,92141,91953,93287,93393,96325,95645,93323,93259,95450
75,18382,18914,20058,20560,20621,21807,22088,22143,23287,23483,24740,25508,26539,26888,28052,28107,29278,30744,30595,33495,33768,34552,36083,36691,37469,37930,38929,41408,42728,43394,44676,45808,46293,47314,48480,49600,48733,48377,51187,51873,52531,50065,50974,50660,49151,50451,59770,59144,58294,59859,58958,57494,57297,56450,58303,57862,59905,58891,59816,58216,59174,59316,60445,60545,64067,65456,67338,65165,68107,73244,76998,73524,102119,99093,93559,91040,89844,89066,92612,92419,93790,95834,97648,99725,101721,104648,105565,108835,109896,111687,113583,111639,110697,110319,111977,116891,114966,110604,106612,98809,95607,91978,91214,91042,92381,92503,95428,94769,92477,92425
76,16970,17192,17736,18806,19277,19432,20556,20799,20914,22088,22210,23414,24210,25186,25410,26757,26740,27895,29272,29112,31932,32250,33007,34374,35096,35983,36621,37342,39829,41145,41804,43067,44112,44696,45700,46794,47948,47153,46900,49647,50212,50921,48546,49406,49067,47618,48852,57886,57344,56620,58092,57215,55875,55600,54881,56739,56383,58361,57476,58443,56856,57814,57932,59070,59217,62715,64077,65863,63771,66638,71732,75426,72044,100092,97157,91757,89318,88172,87450,90965,90813,92196,94244,96066,98149,100150,103070,104000,107266,108341,110142,112041,110154,109254,108911,110569,115456,113573,109284,105357,97656,94503,90933,90200,90043,91390,91527,94447,93810,91551
77,15188,15818,15993,16593,17476,18059,18192,19123,19559,19623,20775,20945,22054,22813,23689,24009,25276,25274,26427,27657,27552,30230,30504,31260,32735,33448,34090,35005,35679,38090,39440,40079,41355,42263,43050,44034,45030,46174,45477,45254,47910,48448,49193,46840,47689,47389,45975,47202,56015,55467,54666,56238,55295,53992,53806,53204,54986,54700,56746,55931,56911,55341,56309,56508,57639,57792,61200,62562,64265,62279,65083,70082,73710,70420,97870,95028,89773,87422,86332,85672,89154,89048,90445,92496,94327,96415,98421,101332,102276,105536,106626,108438,110339,108515,107661,107360,109017,113874,112037,107830,103974,96386,93289,89784,89085,88944,90298,90454,93365,92754
78,12742,13969,14609,14834,15354,16155,16767,16808,17753,18274,18325,19358,19538,20631,21388,22262,22443,23724,23776,24876,25928,25919,28443,28651,29564,31027,31976,32279,33330,34002,36326,37585,38355,39557,40546,41179,42187,43153,44410,43651,43370,45981,46530,47367,44959,45833,45535,44203,45416,53840,53393,52663,54028,53229,51967,51962,51338,53143,52957,54928,54282,55274,53788,54722,54970,56105,56178,59530,60936,62513,60651,63396,68291,71841,68656,95456,92715,87622,85366,84339,83744,87189,87134,88543,90596,92434,94526,96533,99433,100390,103643,104748,106569,108472,106717,105912,105656,107313,112134,110350,106233,102455,94993,91960,88528,87862,87742,89102,89279,92178
79,11468,11640,12752,13372,13545,14108,14888,15327,15480,16372,16952,16969,17905,18084,19081,19959,20651,20886,22174,22199,23263,24205,24327,26555,26878,27814,29289,30078,30504,31505,32244,34500,35674,36429,37622,38555,39212,40299,41192,42377,41642,41461,43905,44582,45284,42974,43849,43634,42263,43575,51530,51112,50445,51708,51065,49921,49961,49425,51276,51158,53137,52468,53563,52050,53027,53295,54381,54490,57759,59132,60660,58881,61565,66345,69818,66744,92846,90216,85298,83145,82182,81657,85059,85054,86472,88522,90366,92459,94467,97350,98322,101564,102683,104511,106417,104735,103983,103774,105430,110209,108484,104465,100775,93453,90487,87137,86509,86409,87775,87976
80,9902,10438,10482,11575,12187,12304,12868,13574,13940,14162,14972,15478,15624,16440,16677,17660,18429,18984,19322,20502,20527,21582,22424,22547,24701,25051,25998,27355,28268,28572,29720,30435,32538,33718,34449,35538,36497,37142,38255,39117,40172,39510,39366,41768,42344,43053,40898,41606,41500,40283,41510,48986,48666,48083,49300,48758,47727,47895,47438,49145,49194,51152,50541,51582,50086,51258,51361,52466,52609,55816,57151,58653,56964,59580,64238,67627,64675,90018,87511,82781,80736,79843,79387,82739,82785,84211,86257,88102,90194,92200,95065,96051,99276,100410,102244,104152,102549,101851,101694,103350,108080,106420,102511,98917,91751,88863,85600,85013,84939,86311
81,8797,8906,9350,9380,10356,10933,11018,11559,12294,12625,12787,13594,14012,14130,14917,15214,16136,16825,17384,17655,18675,18772,19782,20476,20788,22828,23154,24104,25545,26297,26746,27753,28497,30541,31708,32373,33378,34340,35006,36083,36797,37854,37221,37106,39365,40004,40647,38628,39259,39209,38085,39296,46393,45924,45610,46877,46463,45415,45736,45239,47001,47022,48946,48340,49360,48171,49122,49374,50391,50593,53683,54999,56473,54880,57426,61949,65246,62427,86944,84566,80038,78109,77287,76902,80196,80293,81725,83764,85608,87695,89697,92535,93536,96736,97887,99726,101633,100115,99477,99373,101029,105701,104113,100323,96838,89847,87045,83880,83335,83288
82,7442,7762,7890,8341,8280,9206,9712,9668,10353,11002,11270,11509,12209,12610,12644,13487,13715,14604,15271,15812,15982,16898,16958,17953,18641,19061,20988,21363,22253,23621,24344,24856,25889,26450,28468,29567,30085,31098,32076,32695,33677,34431,35402,34820,34562,36864,37484,38143,36211,36821,36683,35672,36853,43519,43202,43004,44263,43895,43080,43275,42887,44650,44701,46570,46105,47131,45903,46797,47135,48174,48377,51370,52667,54110,52620,55087,59461,62656,59978,83592,81350,77040,75231,74483,74170,77399,77547,78983,81009,82848,84925,86915,89722,90736,93905,95070,96910,98812,97387,96814,96764,98418,103022,101513,97857,94493,87697,84991,81933,81437
83,6295,6490,6769,6913,7368,7276,8055,8437,8492,9139,9740,9918,10240,10718,11146,11378,12053,12213,13179,13691,14149,14350,15138,15112,16167,16882,17313,19113,19631,20419,21697,22417,22930,23842,24471,26315,27278,27715,28933,29644,30308,31212,31945,32889,32307,32122,34186,34712,35452,33667,34254,34100,33150,34321,40640,40249,40243,41584,41231,40529,40794,40443,42111,42259,44069,43598,44568,43542,44331,44646,45745,45977,48862,50133,51538,50154,52532,56741,59822,57299,79919,77827,73751,72072,71404,71166,74320,74523,75958,77965,79792,81849,83824,86591,87616,90746,91920,93760,95653,94328,93825,93833,95479,100004,98581,95075,91843,85268,82668,79731
84,5127,5412,5596,5897,5961,6410,6352,6981,7313,7428,8007,8535,8687,8910,9351,9841,10071,10677,10836,11589,12157,12515,12684,13418,13470,14438,15453,15467,17401,17790,18564,19762,20482,20791,21735,22353,24022,24856,25463,26600,27134,27766,28658,29426,30126,29852,29503,31424,31943,32626,31037,31363,31392,30411,31700,37594,37394,37325,38758,38444,37936,38213,37862,39417,39665,41433,40936,41889,40964,41731,42044,43122,43379,46140,47378,48737,47463,49743,53768,56727,54371,75901,73971,70153,68614,68035,67874,70941,71199,72627,74606,76414,78445,80398,83115,84151,87230,88413,90245,92126,90907,90480,90548,92184,96615,95287,91948,88863,82538,80056
85,4243,4308,4560,4762,5055,5054,5482,5338,5981,6264,6381,6905,7338,7463,7685,8204,8588,8738,9370,9400,10125,10678,10904,11045,11865,11898,12559,13751,13844,15533,16039,16712,17826,18369,18811,19664,20194,21709,22649,23095,24072,24611,25155,26084,26562,27309,27149,26842,28599,29083,29674,28213,28537,28536,27745,29090,34518,34343,34426,35835,35662,35217,35513,35179,36671,37026,38526,38083,38925,38116,38914,39248,40297,40573,43194,44387,45693,44534,46709,50532,53355,51182,71522,69768,66228,64841,64353,64271,67237,67546,68963,70904,72687,74684,76607,79262,80306,83321,84510,86327,88188,87085,86736,86865,88489,92809,91585,88430,85510,79463
86,3473,3529,3615,3784,3988,4266,4273,4530,4469,5086,5234,5443,5857,6187,6315,6625,7006,7345,7559,7981,8083,8718,9121,9411,9588,10357,10447,10960,12197,12185,13770,14288,14839,15790,16355,16871,17568,18015,19518,20328,20675,21590,22075,22603,23323,23864,24476,24339,24166,25737,26128,26649,25397,25720,25682,25025,26380,31338,31326,31402,32788,32744,32285,32530,32267,33763,33975,35449,35100,35753,35138,35920,36269,37279,37569,40032,41172,42419,41382,43440,47042,49718,47739,66793,65224,61983,60753,60358,60351,63200,63559,64953,66846,68592,70546,72428,75008,76056,78991,80182,81976,83809,82828,82562,82751,84354,88544,87434,84482,81742
87,2448,2856,2875,2962,3098,3288,3514,3458,3775,3647,4230,4346,4625,4902,5123,5291,5564,5877,6247,6420,6746,6832,7400,7708,8028,8306,8853,9011,9570,10633,10746,12114,12549,12937,13903,14421,14891,15459,15965,17368,17866,18229,18980,19614,19859,20735,21101,21710,21578,21332,22722,23147,23614,22525,22695,22967,22432,23653,28168,28203,28403,29628,29684,29181,29465,29373,30574,30796,32199,31810,32535,32017,32773,33131,34091,34390,36681,37762,38944,38033,39966,43329,45845,44071,61743,60368,57437,56367,56066,56130,58844,59244,60607,62441,64139,66037,67867,70357,71403,74240,75425,77187,78982,78128,77946,78195,79771,83809,82816,80085
88,2041,1959,2308,2317,2398,2533,2637,2800,2824,3103,2928,3389,3600,3783,3972,4225,4357,4596,4906,5185,5341,5607,5680,6169,6478,6823,7103,7502,7781,8186,9157,9325,10553,10764,11307,12110,12554,12843,13492,13956,15042,15581,15789,16546,16915,17371,17998,18368,18888,18854,18578,19746,20227,20535,19692,20018,20238,19797,21042,24939,25204,25366,26501,26518,26020,26556,26210,27343,27448,28823,28515,29208,28784,29502,29861,30762,31063,33170,34185,35295,34511,36309,39417,41759,40197,56399,55220,52609,51699,51488,51616,54177,54613,55933,57695,59334,61161,62926,65308,66346,69062,70235,71950,73697,72973,72873,73179,74720,78578,77714
89,1391,1565,1555,1846,1823,1918,1988,2079,2217,2220,2519,2429,2748,2883,3029,3283,3462,3485,3799,3951,4282,4340,4627,4603,5064,5381,5677,5872,6339,6581,6984,7847,7938,8879,9161,9667,10370,10586,11052,11604,11916,12852,13242,13544,14075,14517,14924,15367,15701,16151,16113,15938,16938,17340,17530,17025,17293,17553,17349,18371,21825,22152,22378,23400,23407,22963,23267,23049,24040,24008,25404,25175,25825,25486,26157,26507,27339,27639,29551,30493,31524,30867,32520,35354,37511,36160,50820,49832,47547,46792,46664,46847,49237,49700,50966,52639,54204,55946,57631,59885,60905,63479,64628,66283,67966,67372,67353,67710,69205,72856
90,1061,1072,1176,1232,1419,1460,1505,1506,1641,1775,1739,1939,1926,2128,2270,2438,2586,2731,2819,3015,3184,3465,3487,3670,3692,4082,4358,4664,4909,5271,5543,5918,6604,6522,7441,7733,8073,8652,8958,9326,9691,10039,10800,11215,11278,11838,12122,12507,12949,13175,13575,13527,13371,14221,14539,14887,14476,14694,15020,14889,15778,18766,19207,19284,20186,20339,19883,20003,19824,20806,20764,22009,21846,22445,22181,22796,23130,23888,24182,25890,26753,27698,27162,28661,31211,33169,32027,45091,44286,42321,41713,41661,41889,44090,44567,45767,47336,48811,50450,52039,54148,55138,57545,58659,60237,61842,61375,61431,61830,63266
91,707,794,826,908,953,1097,1115,1120,1133,1243,1363,1382,1507,1467,1659,1803,1937,2030,2139,2186,2336,2527,2756,2738,2866,2938,3292,3507,3842,4038,4325,4556,4863,5372,5409,6161,6389,6600,7247,7441,7616,8007,8247,8937,9093,9337,9745,9997,10253,10645,10780,11220,11180,10951,11680,12123,12439,12026,12355,12612,12535,13361,15999,16177,16373,17053,17214,16739,17007,16730,17619,17616,18704,18597,19137,18939,19492,19806,20484,20767,22267,23047,23900,23478,24817,27074,28825,27884,39326,38692,37038,36567,36581,36841,38838,39321,40442,41893,43264,44783,46261,48206,49158,51377,52444,53929,55441,55096,55219,55650
92,487,525,600,632,676,716,807,804,821,835,952,971,1043,1130,1133,1283,1393,1462,1545,1627,1638,1813,1976,2165,2090,2234,2394,2549,2777,3106,3250,3510,3660,3872,4325,4373,4987,5137,5339,5866,5940,6189,6418,6626,7065,7274,7461,7809,8087,8304,8518,8637,9035,8814,8815,9474,9793,10245,9907,10123,10487,10377,11044,13096,13422,13648,14029,14224,13737,13967,13836,14599,14624,15554,15491,15964,15823,16309,16597,17193,17459,18752,19443,20199,19880,21054,23014,24549,23793,33618,33137,31777,31428,31495,31773,33552,34026,35055,36372,37623,39006,40357,42118,43016,45025,46029,47402,48801,48568,48745
93,345,363,375,438,473,506,516,596,584,613,589,702,736,754,823,835,954,1025,1105,1106,1192,1164,1344,1462,1696,1554,1779,1879,2003,2150,2452,2638,2854,2816,3032,3403,3488,3894,4066,4254,4537,4701,4848,5095,5139,5604,5729,5841,6074,6336,6513,6644,6779,7020,6914,7015,7554,7803,8340,7948,8186,8443,8445,8962,10573,10943,10941,11316,11359,10952,11260,11176,11815,11856,12632,12600,13005,12910,13327,13585,14097,14340,15431,16030,16686,16456,17464,19128,20446,19855,28108,27757,26668,26424,26528,26811,28362,28814,29736,30906,32024,33256,34465,36028,36855,38638,39562,40805,42075,41937
94,222,259,266,259,306,337,346,369,433,406,438,493,508,495,530,632,599,712,772,810,772,863,813,998,1085,1283,1266,1351,1482,1519,1697,1919,2059,2121,2145,2373,2635,2709,3048,3210,3242,3501,3608,3752,3839,3913,4341,4351,4447,4675,4776,4987,5079,5153,5344,5339,5444,5794,6149,6481,6262,6432,6686,6607,7043,8417,8535,8597,8709,8835,8597,8857,8808,9328,9376,10005,9994,10331,10272,10622,10846,11274,11490,12388,12895,13452,13294,14138,15518,16620,16173,22939,22697,21848,21689,21815,22088,23410,23825,24632,25647,26620,27692,28748,30103,30845,32391,33220,34319,35444
95,156,168,186,190,156,214,234,235,256,318,276,288,337,368,335,384,460,412,556,566,591,533,563,498,711,768,1005,894,1004,1106,1151,1371,1579,1525,1618,1597,1812,2011,2094,2330,2355,2405,2563,2716,2733,2892,2865,3282,3221,3309,3481,3574,3681,3746,3835,4071,4064,4092,4376,4673,4972,4834,4951,5131,5085,5456,6435,6451,6555,6539,6736,6567,6778,6752,7163,7210,7705,7708,7980,7947,8232,8420,8770,8955,9675,10093,10551,10450,11137,12250,13147,12818,18217,18060,17418,17325,17459,17711,18805,19175,19860,20715,21540,22447,23344,24486,25133,26437,27160,28105
96,128,118,101,130,135,101,126,168,154,187,211,199,223,214,241,234,267,315,289,414,381,433,393,374,312,521,602,756,633,743,839,909,1032,944,1121,1214,1217,1345,1514,1553,1692,1757,1779,1906,1937,1963,2097,2042,2364,2288,2339,2534,2522,2660,2629,2798,2980,2975,3052,3204,3473,3705,3643,3667,3759,3785,4015,4722,4746,4805,4819,4974,4858,5022,5011,5323,5365,5741,5752,5965,5950,6173,6327,6602,6756,7314,7647,8011,7952,8493,9361,10067,9835,14005,13911,13443,13397,13527,13748,14625,14940,15503,16200,16875,17617,18353,19285,19829,20894,21501
97,64,97,91,80,92,99,53,74,133,104,129,168,136,137,128,150,149,172,235,183,312,261,292,267,249,150,399,431,568,437,549,648,708,599,677,782,873,857,969,1084,1065,1199,1212,1264,1318,1362,1385,1449,1440,1679,1592,1613,1739,1741,1826,1882,2006,2127,2175,2181,2316,2514,2701,2621,2664,2762,2684,2825,3298,3302,3408,3425,3540,3463,3585,3582,3809,3844,4119,4133,4293,4289,4458,4578,4787,4909,5326,5580,5859,5828,6238,6889,7423,7266,10368,10318,9991,9975,10091,10276,10952,11208,11651,12197,12729,13312,13893,14624,15063,15899
98,45,42,58,74,58,66,73,24,49,102,58,92,100,92,86,87,98,85,109,158,107,231,149,214,176,160,166,270,313,458,334,402,451,382,418,463,560,595,601,671,723,746,832,832,840,906,925,949,981,971,1087,1098,1137,1181,1162,1241,1308,1392,1508,1490,1517,1612,1826,1878,1755,1830,1895,1868,1964,2261,2244,2320,2335,2418,2368,2455,2455,2614,2642,2835,2849,2964,2967,3090,3180,3332,3425,3725,3911,4116,4103,4400,4870,5258,5158,7374,7354,7135,7138,7236,7382,7883,8083,8419,8830,9232,9673,10114,10665,11005
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,589,621,620,634,612,719,716,755,787,765,801,859,965,1000,1019,1042,1078,1241,1239,1173,1221,1258,1243,1335,3436,3592,3746,3860,3992,4050,4148,4217,4370,4493,4705,4860,5044,5178,5357,5547,5785,6017,6382,6762,7164,7440,7838,8434,9109,9515,11292,12497,13190,13690,14125,14552,15215,15837,16526,17314,18168,19096,20079,21181